project,version,mutant_id,index,akf,faulty_status,is_flim,pred_flim,Sus,cost_time
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-28-0,1,2,False,True,False,0.4082482904638631,8.2638
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-28-0,2,2,False,True,False,0.4082482904638631,5.5416
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-28-0,3,2,False,True,False,0.4082482904638631,6.0193
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-28-0,4,2,False,True,False,0.4082482904638631,9.397
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-28-0,5,2,False,True,False,0.4082482904638631,8.817
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-0,6,2,False,True,False,0.4082482904638631,9.386
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-0,7,2,False,True,False,0.4082482904638631,7.2082
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-0,8,2,False,True,False,0.4082482904638631,8.2541
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-0,9,2,False,True,False,0.4082482904638631,8.3167
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-0,10,2,False,True,False,0.4082482904638631,7.5044
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-23,11,2,False,True,False,0.4082482904638631,9.5876
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-23,12,2,False,True,False,0.4082482904638631,6.9457
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-23,13,2,False,True,False,0.4082482904638631,8.0576
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-23,14,2,False,True,False,0.4082482904638631,6.1199
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-31-23,15,2,False,True,False,0.4082482904638631,8.9947
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-33-11,16,2,False,True,False,0.4082482904638631,7.6102
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-33-11,17,2,False,True,False,0.4082482904638631,5.7963
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-33-11,18,2,False,True,False,0.4082482904638631,5.5426
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-33-11,19,2,False,True,False,0.4082482904638631,6.7013
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-33-11,20,2,False,True,False,0.4082482904638631,9.6407
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-12,21,2,True,False,False,0.4082482904638631,7.7393
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-12,22,2,True,False,False,0.4082482904638631,7.173
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-12,23,2,True,False,False,0.4082482904638631,7.5042
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-12,24,2,True,False,False,0.4082482904638631,7.3237
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-12,25,2,True,False,False,0.4082482904638631,6.9915
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-0,26,2,False,True,False,0.4082482904638631,6.4077
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-0,27,2,False,True,False,0.4082482904638631,9.9162
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-0,28,2,False,True,False,0.4082482904638631,6.9936
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-0,29,2,False,True,False,0.4082482904638631,9.7313
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-0,30,2,False,True,False,0.4082482904638631,11.4744
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-2,31,2,False,True,False,0.4082482904638631,9.6912
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-2,32,2,False,True,False,0.4082482904638631,9.0472
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-2,33,2,False,True,False,0.4082482904638631,10.8725
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-2,34,2,False,True,False,0.4082482904638631,8.2483
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-2,35,2,False,True,False,0.4082482904638631,12.37
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-7,36,2,False,True,False,0.4082482904638631,7.1739
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-7,37,2,False,True,False,0.4082482904638631,9.1895
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-7,38,2,False,True,False,0.4082482904638631,7.9468
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-7,39,2,False,True,False,0.4082482904638631,8.5298
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-37-7,40,2,False,True,False,0.4082482904638631,7.3551
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-2,41,2,False,True,False,0.3015113445777636,11.324
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-2,42,2,False,True,False,0.3015113445777636,6.7163
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-2,43,2,False,True,True,0.3015113445777636,6.4
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-2,44,2,False,True,False,0.3015113445777636,6.3936
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-2,45,2,False,True,False,0.3015113445777636,8.2336
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-8,46,2,False,True,False,0.3015113445777636,6.8227
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-8,47,2,False,True,False,0.3015113445777636,8.4107
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-8,48,2,False,True,False,0.3015113445777636,8.2224
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-8,49,2,False,True,False,0.3015113445777636,9.42
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-65-8,50,2,False,True,False,0.3015113445777636,8.485
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-63-2,51,2,False,True,True,0.2948839123097943,26.972
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-63-2,52,2,False,True,False,0.2948839123097943,9.2612
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-63-2,53,2,False,True,False,0.2948839123097943,6.5381
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-63-2,54,2,False,True,False,0.2948839123097943,4.8979
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-63-2,55,2,False,True,False,0.2948839123097943,8.3155
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-27,56,1,True,False,False,0.25,10.9301
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-27,57,1,True,False,False,0.25,9.9367
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-27,58,1,True,False,False,0.25,9.9436
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-27,59,1,True,False,False,0.25,10.2584
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-36-27,60,1,True,False,False,0.25,10.681
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-3,61,2,False,True,False,0.1031421246258793,6.9769
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-3,62,2,False,True,False,0.1031421246258793,5.4519
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-3,63,2,False,True,False,0.1031421246258793,11.9387
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-3,64,2,False,True,False,0.1031421246258793,18.3628
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-3,65,2,False,True,True,0.1031421246258793,27.9097
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-8,66,2,False,True,True,0.1031421246258793,18.0127
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-8,67,2,False,True,True,0.1031421246258793,9.8953
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-8,68,2,False,True,True,0.1031421246258793,32.2563
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-8,69,2,False,True,True,0.1031421246258793,10.9096
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-8,70,2,False,True,True,0.1031421246258793,26.2293
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-1,71,1,False,True,True,0.05314940034527339,47.126
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-1,72,1,False,True,True,0.05314940034527339,11.09
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-1,73,1,False,True,False,0.05314940034527339,8.2419
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-1,74,1,False,True,False,0.05314940034527339,8.5152
Time,10,src-main-java-org-joda-time-base-BaseSingleFieldPeriod-57-1,75,1,False,True,False,0.05314940034527339,5.8306
