project,version,mutant_id,index,akf,faulty_status,is_flim,pred_flim,Sus,cost_time
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-0,1,8,False,True,True,0.2842676218074806,10.1832
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-0,2,8,False,True,False,0.2842676218074806,8.0106
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-0,3,8,False,True,False,0.2842676218074806,5.498
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-0,4,8,False,True,True,0.2842676218074806,11.4055
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-0,5,8,False,True,False,0.2842676218074806,8.0212
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-15,6,8,True,False,False,0.2842676218074806,8.1484
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-15,7,8,True,False,True,0.2842676218074806,8.3234
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-15,8,8,True,False,False,0.2842676218074806,6.0669
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-15,9,8,True,False,True,0.2842676218074806,7.5653
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-15,10,8,True,False,True,0.2842676218074806,6.3378
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-11,11,8,False,True,True,0.2842676218074806,9.2699
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-11,12,8,False,True,True,0.2842676218074806,6.7246
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-11,13,8,False,True,False,0.2842676218074806,7.6468
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-11,14,8,False,True,True,0.2842676218074806,49.058
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-11,15,8,False,True,True,0.2842676218074806,10.7178
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-16,16,8,True,False,True,0.2786932057166471,14.464
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-16,17,8,True,False,True,0.2786932057166471,7.2683
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-16,18,8,True,False,True,0.2786932057166471,6.6369
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-16,19,8,True,False,True,0.2786932057166471,7.0245
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-16,20,8,True,False,False,0.2786932057166471,5.6758
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-18,21,8,True,False,False,0.2786932057166471,9.3764
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-18,22,8,True,False,True,0.2786932057166471,15.5148
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-18,23,8,True,False,True,0.2786932057166471,9.2979
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-18,24,8,True,False,False,0.2786932057166471,7.2004
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-247-18,25,8,True,False,False,0.2786932057166471,7.9843
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-0,26,8,False,True,False,0.2721655269759087,6.7689
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-0,27,8,False,True,False,0.2721655269759087,8.3617
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-0,28,8,False,True,False,0.2721655269759087,6.934
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-0,29,8,False,True,False,0.2721655269759087,7.4895
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-248-0,30,8,False,True,False,0.2721655269759087,11.5988
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-21,31,8,False,True,False,0.25712973861329,13.8688
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-21,32,8,False,True,False,0.25712973861329,15.4759
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-21,33,8,False,True,True,0.25712973861329,12.215
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-21,34,8,False,True,False,0.25712973861329,12.144
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-21,35,8,False,True,False,0.25712973861329,14.5412
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-252-3,36,8,False,True,True,0.254000254000381,9.702
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-252-3,37,8,False,True,True,0.254000254000381,10.2474
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-252-3,38,8,False,True,False,0.254000254000381,8.4571
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-252-3,39,8,False,True,True,0.254000254000381,63.113
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-252-3,40,8,False,True,False,0.254000254000381,7.4047
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-245-17,41,8,False,True,True,0.2452557357939863,51.2002
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-245-17,42,8,False,True,False,0.2452557357939863,8.2695
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-245-17,43,8,False,True,True,0.2452557357939863,7.7287
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-245-17,44,8,False,True,False,0.2452557357939863,11.5413
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-245-17,45,8,False,True,True,0.2452557357939863,9.6405
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-5,46,2,False,True,False,0.2041241452319315,4.5474
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-5,47,2,False,True,False,0.2041241452319315,9.954
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-5,48,2,False,True,False,0.2041241452319315,8.7176
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-5,49,2,False,True,False,0.2041241452319315,5.2597
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-5,50,2,False,True,False,0.2041241452319315,6.8003
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-10,51,2,False,True,True,0.2041241452319315,12.0528
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-10,52,2,False,True,False,0.2041241452319315,7.6291
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-10,53,2,False,True,False,0.2041241452319315,7.3498
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-10,54,2,False,True,False,0.2041241452319315,6.5
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-93-10,55,2,False,True,False,0.2041241452319315,4.6741
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-2,56,5,False,True,True,0.1823312393723682,7.2654
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-2,57,5,False,True,True,0.1823312393723682,6.9825
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-2,58,5,False,True,False,0.1823312393723682,5.362
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-2,59,5,False,True,True,0.1823312393723682,13.1958
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-246-2,60,5,False,True,False,0.1823312393723682,7.254
Time,26,src-main-java-org-joda-time-DateTimeZone-369-0,61,8,False,True,True,0.1588602941579075,7.9968
Time,26,src-main-java-org-joda-time-DateTimeZone-369-0,62,8,False,True,False,0.1588602941579075,41.6309
Time,26,src-main-java-org-joda-time-DateTimeZone-369-0,63,8,False,True,False,0.1588602941579075,11.7952
Time,26,src-main-java-org-joda-time-DateTimeZone-369-0,64,8,False,True,True,0.1588602941579075,5.9753
Time,26,src-main-java-org-joda-time-DateTimeZone-369-0,65,8,False,True,False,0.1588602941579075,15.021
Time,26,src-main-java-org-joda-time-DateTimeZone-369-2,66,8,False,True,False,0.1588602941579075,8.552
Time,26,src-main-java-org-joda-time-DateTimeZone-369-2,67,8,False,True,True,0.1588602941579075,9.5251
Time,26,src-main-java-org-joda-time-DateTimeZone-369-2,68,8,False,True,False,0.1588602941579075,7.8997
Time,26,src-main-java-org-joda-time-DateTimeZone-369-2,69,8,False,True,True,0.1588602941579075,5.6071
Time,26,src-main-java-org-joda-time-DateTimeZone-369-2,70,8,False,True,True,0.1588602941579075,9.3313
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-4,71,8,False,True,False,0.1583615164929792,7.7595
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-4,72,8,False,True,False,0.1583615164929792,7.6952
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-4,73,8,False,True,True,0.1583615164929792,6.7025
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-4,74,8,False,True,True,0.1583615164929792,6.4261
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-4,75,8,False,True,True,0.1583615164929792,5.3521
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-11,76,8,False,True,False,0.1583615164929792,7.9343
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-11,77,8,False,True,True,0.1583615164929792,5.2386
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-11,78,8,False,True,True,0.1583615164929792,6.7109
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-11,79,8,False,True,False,0.1583615164929792,7.172
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-109-11,80,8,False,True,False,0.1583615164929792,6.9867
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-116-0,81,8,False,True,False,0.1583615164929792,9.6764
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-116-0,82,8,False,True,False,0.1583615164929792,6.7856
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-116-0,83,8,False,True,False,0.1583615164929792,8.5701
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-116-0,84,8,False,True,False,0.1583615164929792,9.6244
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-116-0,85,8,False,True,False,0.1583615164929792,8.2143
Time,26,src-main-java-org-joda-time-DateTimeZone-347-0,86,8,False,True,False,0.1445258747059848,7.2725
Time,26,src-main-java-org-joda-time-DateTimeZone-347-0,87,8,False,True,False,0.1445258747059848,8.3145
Time,26,src-main-java-org-joda-time-DateTimeZone-347-0,88,8,False,True,False,0.1445258747059848,6.4895
Time,26,src-main-java-org-joda-time-DateTimeZone-347-0,89,8,False,True,False,0.1445258747059848,10.7378
Time,26,src-main-java-org-joda-time-DateTimeZone-347-0,90,8,False,True,False,0.1445258747059848,5.7713
Time,26,src-main-java-org-joda-time-DateTimeZone-347-2,91,8,False,True,True,0.1445258747059848,5.8345
Time,26,src-main-java-org-joda-time-DateTimeZone-347-2,92,8,False,True,True,0.1445258747059848,6.1134
Time,26,src-main-java-org-joda-time-DateTimeZone-347-2,93,8,False,True,True,0.1445258747059848,6.4277
Time,26,src-main-java-org-joda-time-DateTimeZone-347-2,94,8,False,True,False,0.1445258747059848,10.0038
Time,26,src-main-java-org-joda-time-DateTimeZone-347-2,95,8,False,True,True,0.1445258747059848,9.1865
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-206-6,96,8,False,True,True,0.1432229748078866,15.1596
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-206-6,97,8,False,True,True,0.1432229748078866,13.0704
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-206-6,98,8,False,True,False,0.1432229748078866,16.0368
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-206-6,99,8,False,True,True,0.1432229748078866,19.4873
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-206-6,100,8,False,True,True,0.1432229748078866,13.1884
Time,26,src-main-java-org-joda-time-chrono-ZonedChronology-206-11,101,8,False,True,True,0.1432229748078866,15.4775
