project,version,mutant_id,index,akf,faulty_status,is_flim,pred_flim,Sus,cost_time
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-59-11,1,6,False,True,False,0.3541688016605732,5.5484
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-59-11,2,6,False,True,False,0.3541688016605732,9.7837
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-59-11,3,6,False,True,False,0.3541688016605732,6.2096
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-59-11,4,6,False,True,False,0.3541688016605732,8.5411
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-59-11,5,6,False,True,False,0.3541688016605732,5.734
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-140-6,6,7,False,True,False,0.1321225155007442,9.477
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-140-6,7,7,False,True,False,0.1321225155007442,5.6947
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-140-6,8,7,False,True,True,0.1321225155007442,6.9105
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-140-6,9,7,False,True,False,0.1321225155007442,7.2128
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-140-6,10,7,False,True,True,0.1321225155007442,6.7866
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-1,11,7,False,True,True,0.1303468114766753,7.9622
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-1,12,7,False,True,False,0.1303468114766753,6.3521
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-1,13,7,False,True,False,0.1303468114766753,6.1663
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-1,14,7,False,True,False,0.1303468114766753,7.1845
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-1,15,7,False,True,False,0.1303468114766753,8.6592
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-6,16,7,False,True,False,0.1303468114766753,8.5247
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-6,17,7,False,True,True,0.1303468114766753,8.6932
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-6,18,7,False,True,True,0.1303468114766753,9.0106
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-6,19,7,False,True,False,0.1303468114766753,6.5033
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-51-6,20,7,False,True,True,0.1303468114766753,38.3954
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-1,21,7,False,True,False,0.1144928566863878,13.2215
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-1,22,7,False,True,False,0.1144928566863878,8.39
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-1,23,7,False,True,False,0.1144928566863878,12.6462
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-1,24,7,False,True,True,0.1144928566863878,8.2651
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-1,25,7,False,True,True,0.1144928566863878,20.3438
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-6,26,7,False,True,True,0.1144928566863878,8.3488
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-6,27,7,False,True,True,0.1144928566863878,24.2638
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-6,28,7,False,True,True,0.1144928566863878,54.6468
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-6,29,7,False,True,False,0.1144928566863878,5.4241
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-160-6,30,7,False,True,False,0.1144928566863878,19.6152
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-161-1,31,7,False,True,False,0.1144928566863878,11.9338
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-161-1,32,7,False,True,True,0.1144928566863878,10.6998
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-161-1,33,7,False,True,True,0.1144928566863878,28.683
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-161-1,34,7,False,True,False,0.1144928566863878,10.7021
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-161-1,35,7,False,True,False,0.1144928566863878,6.5413
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-163-0,36,7,False,True,True,0.1144928566863878,16.5524
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-163-0,37,7,False,True,True,0.1144928566863878,18.9415
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-163-0,38,7,False,True,True,0.1144928566863878,6.2531
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-163-0,39,7,False,True,True,0.1144928566863878,8.0345
Time,16,src-main-java-org-joda-time-format-DateTimeFormatter-163-0,40,7,False,True,False,0.1144928566863878,7.0191
