project,version,mutant_id,index,akf,faulty_status,is_flim,pred_flim,Sus,cost_time
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,1,2,False,True,False,0.4082482904638631,9.1374
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,2,2,False,True,False,0.4082482904638631,9.7034
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,3,2,False,True,True,0.4082482904638631,11.6325
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,4,2,False,True,False,0.4082482904638631,13.6351
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,5,2,False,True,False,0.4082482904638631,8.4271
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,6,2,False,True,False,0.4082482904638631,9.4256
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,7,2,False,True,True,0.4082482904638631,8.2187
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,8,2,False,True,False,0.4082482904638631,16.3925
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,9,2,False,True,False,0.4082482904638631,5.7511
Time,26,src-main-java-org-joda-time-DateTimeZone-334-2,10,2,False,True,False,0.4082482904638631,9.0238
Time,26,src-main-java-org-joda-time-DateTimeZone-180-1,11,8,False,True,False,0.3746343246326776,10.3578
Time,26,src-main-java-org-joda-time-DateTimeZone-180-1,12,8,False,True,True,0.3746343246326776,4.8322
Time,26,src-main-java-org-joda-time-DateTimeZone-180-1,13,8,False,True,False,0.3746343246326776,12.7485
Time,26,src-main-java-org-joda-time-DateTimeZone-180-1,14,8,False,True,False,0.3746343246326776,7.2771
Time,26,src-main-java-org-joda-time-DateTimeZone-180-1,15,8,False,True,False,0.3746343246326776,8.6239
Time,26,src-main-java-org-joda-time-DateTimeZone-182-1,16,8,False,True,True,0.3746343246326776,6.6523
Time,26,src-main-java-org-joda-time-DateTimeZone-182-1,17,8,False,True,False,0.3746343246326776,12.9006
Time,26,src-main-java-org-joda-time-DateTimeZone-182-1,18,8,False,True,True,0.3746343246326776,9.0125
Time,26,src-main-java-org-joda-time-DateTimeZone-182-1,19,8,False,True,False,0.3746343246326776,6.6095
Time,26,src-main-java-org-joda-time-DateTimeZone-182-1,20,8,False,True,False,0.3746343246326776,6.338
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,21,2,False,True,False,0.3535533905932737,7.2062
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,22,2,False,True,False,0.3535533905932737,9.5494
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,23,2,False,True,False,0.3535533905932737,8.4224
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,24,2,False,True,False,0.3535533905932737,8.9317
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,25,2,False,True,False,0.3535533905932737,6.1242
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,26,2,False,True,False,0.3535533905932737,8.5747
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,27,2,False,True,False,0.3535533905932737,11.4866
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,28,2,False,True,False,0.3535533905932737,7.3562
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,29,2,False,True,False,0.3535533905932737,7.1035
Time,26,src-main-java-org-joda-time-DateTimeZone-334-3,30,2,False,True,False,0.3535533905932737,8.7657
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,31,1,False,True,False,0.3535533905932737,12.6083
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,32,1,False,True,False,0.3535533905932737,10.6692
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,33,1,False,True,True,0.3535533905932737,6.0601
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,34,1,False,True,False,0.3535533905932737,10.0653
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,35,1,False,True,False,0.3535533905932737,7.3099
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,36,1,False,True,True,0.3535533905932737,6.1309
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,37,1,False,True,False,0.3535533905932737,14.2411
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,38,1,False,True,False,0.3535533905932737,14.8659
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,39,1,False,True,False,0.3535533905932737,7.3034
Time,26,src-main-java-org-joda-time-DateTimeZone-89-9,40,1,False,True,False,0.3535533905932737,12.2948
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,41,1,False,True,False,0.3535533905932737,13.3849
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,42,1,False,True,False,0.3535533905932737,9.5619
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,43,1,False,True,False,0.3535533905932737,7.6881
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,44,1,False,True,False,0.3535533905932737,13.0457
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,45,1,False,True,False,0.3535533905932737,6.3977
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,46,1,False,True,False,0.3535533905932737,7.8165
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,47,1,False,True,False,0.3535533905932737,8.657
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,48,1,False,True,False,0.3535533905932737,6.0966
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,49,1,False,True,False,0.3535533905932737,13.4684
Time,26,src-main-java-org-joda-time-DateTimeZone-89-13,50,1,False,True,True,0.3535533905932737,6.8534
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,51,1,False,True,False,0.3535533905932737,10.5028
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,52,1,False,True,False,0.3535533905932737,9.7673
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,53,1,False,True,True,0.3535533905932737,7.0366
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,54,1,False,True,True,0.3535533905932737,8.2037
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,55,1,False,True,False,0.3535533905932737,7.6913
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,56,1,False,True,False,0.3535533905932737,6.4382
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,57,1,False,True,False,0.3535533905932737,21.6636
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,58,1,False,True,False,0.3535533905932737,8.856
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,59,1,False,True,False,0.3535533905932737,20.8312
Time,26,src-main-java-org-joda-time-DateTimeZone-96-1,60,1,False,True,False,0.3535533905932737,10.1945
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,61,1,False,True,False,0.3535533905932737,6.13
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,62,1,False,True,False,0.3535533905932737,11.5814
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,63,1,False,True,False,0.3535533905932737,6.0708
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,64,1,False,True,True,0.3535533905932737,12.2815
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,65,1,False,True,False,0.3535533905932737,10.9357
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,66,1,False,True,False,0.3535533905932737,22.7018
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,67,1,False,True,False,0.3535533905932737,8.7974
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,68,1,False,True,False,0.3535533905932737,8.449
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,69,1,False,True,False,0.3535533905932737,7.5071
Time,26,src-main-java-org-joda-time-DateTimeZone-96-4,70,1,False,True,False,0.3535533905932737,9.6922
Time,26,src-main-java-org-joda-time-DateTimeZone-91-3,71,1,False,True,False,0.25,9.503
Time,26,src-main-java-org-joda-time-DateTimeZone-91-3,72,1,False,True,False,0.25,13.5096
